tcp.srcport,tcp.dstport,tcp.seq,tcp.ack,tcp.flags.fin,tcp.flags.syn,tcp.flags.ack,tcp.flags.push,tcp.flags.urg,tcp.window_size_value,tcp.hdr_len,tcp.len
46008,80,1,1,0,0,1,1,0,211,32,238
46012,80,1,1,0,0,1,1,0,211,32,230
45890,80,1,1,0,0,1,1,0,211,32,230
46012,80,1,1,0,0,1,1,0,211,32,230
46010,80,1,1,0,0,1,1,0,211,32,230
46006,80,0,0,0,1,0,0,0,26883,40,0
45952,80,1,1,0,0,1,1,0,211,32,230
45954,80,1,1,0,0,1,1,0,211,32,230
46014,80,0,0,0,1,0,0,0,26883,40,0
46000,80,1,1,0,0,1,1,0,211,32,230
46014,80,1,1,0,0,1,0,0,211,32,0
46014,80,1,1,0,0,1,1,0,211,32,230
37774,80,327,1,0,0,1,1,0,211,32,8
37782,80,327,1,0,0,1,1,0,211,32,8
37786,80,327,1,0,0,1,1,0,211,32,8
37794,80,327,1,0,0,1,1,0,211,32,8
37790,80,327,1,0,0,1,1,0,211,32,8
37798,80,327,1,0,0,1,1,0,211,32,8
37802,80,327,1,0,0,1,1,0,211,32,8
37806,80,327,1,0,0,1,1,0,211,32,8
37810,80,327,1,0,0,1,1,0,211,32,8
37818,80,327,1,0,0,1,1,0,211,32,8
37814,80,327,1,0,0,1,1,0,211,32,8
37826,80,327,1,0,0,1,1,0,211,32,8
37822,80,327,1,0,0,1,1,0,211,32,8
37830,80,327,1,0,0,1,1,0,211,32,8
37834,80,327,1,0,0,1,1,0,211,32,8
37838,80,327,1,0,0,1,1,0,211,32,8
37842,80,327,1,0,0,1,1,0,211,32,8
37850,80,327,1,0,0,1,1,0,211,32,8
37846,80,327,1,0,0,1,1,0,211,32,8
37854,80,327,1,0,0,1,1,0,211,32,8
37858,80,327,1,0,0,1,1,0,211,32,8
37862,80,327,1,0,0,1,1,0,211,32,8
37866,80,327,1,0,0,1,1,0,211,32,8
37868,80,327,1,0,0,1,1,0,211,32,8
37872,80,327,1,0,0,1,1,0,211,32,8
37874,80,327,1,0,0,1,1,0,211,32,8
37876,80,327,1,0,0,1,1,0,211,32,8
37878,80,327,1,0,0,1,1,0,211,32,8
37880,80,327,1,0,0,1,1,0,211,32,8
37884,80,327,1,0,0,1,1,0,211,32,8
37886,80,327,1,0,0,1,1,0,211,32,8
37888,80,327,1,0,0,1,1,0,211,32,8
37890,80,327,1,0,0,1,1,0,211,32,8
37894,80,327,1,0,0,1,1,0,211,32,8
37898,80,327,1,0,0,1,1,0,211,32,8
37902,80,327,1,0,0,1,1,0,211,32,8
37906,80,327,1,0,0,1,1,0,211,32,8
37940,80,327,1,0,0,1,1,0,211,32,8
37946,80,327,1,0,0,1,1,0,211,32,8
37948,80,327,1,0,0,1,1,0,211,32,8
37958,80,327,1,0,0,1,1,0,211,32,8
37960,80,327,1,0,0,1,1,0,211,32,8
38226,80,327,1,0,0,1,1,0,211,32,8
38232,80,327,1,0,0,1,1,0,211,32,8
46016,80,0,0,0,1,0,0,0,26883,40,0
46016,80,1,1,0,0,1,0,0,211,32,0
46016,80,1,1,0,0,1,1,0,211,32,230
46018,80,0,0,0,1,0,0,0,26883,40,0
45868,80,231,1,0,0,1,0,0,211,32,0
46002,80,1,1,0,0,1,1,0,211,32,230
45744,80,1,1,0,0,1,1,0,211,32,230
45740,80,1,1,0,0,1,1,0,211,32,238
45742,80,1,1,0,0,1,1,0,211,32,230
45738,80,1,1,0,0,1,1,0,211,32,230
45380,80,1,1,0,0,1,1,0,211,32,230
45388,80,1,1,0,0,1,1,0,211,32,230
45390,80,1,1,0,0,1,1,0,211,32,230
45394,80,1,1,0,0,1,1,0,211,32,230
45870,80,231,1,0,0,1,0,0,211,32,0
46014,80,231,1,0,0,1,1,0,211,32,8
46016,80,1,1,0,0,1,1,0,211,32,230
45990,80,1,1,0,0,1,1,0,211,32,230
45986,80,1,1,0,0,1,1,0,211,32,230
45894,80,1,1,0,0,1,1,0,211,32,230
46014,80,1,1,0,0,1,1,0,211,32,238
46016,80,1,1,0,0,1,1,0,211,32,230
45892,80,1,1,0,0,1,1,0,211,32,230
46010,80,1,1,0,0,1,1,0,211,32,230
46012,80,1,1,0,0,1,1,0,211,32,230
46016,80,1,1,0,0,1,1,0,211,32,230
46014,80,1,1,0,0,1,1,0,211,32,238
45956,80,1,1,0,0,1,1,0,211,32,230
45960,80,1,1,0,0,1,1,0,211,32,230
45896,80,1,1,0,0,1,1,0,211,32,230
46018,80,0,0,0,1,0,0,0,26883,40,0
46004,80,1,1,0,0,1,1,0,211,32,238
46018,80,1,1,0,0,1,0,0,211,32,0
46018,80,1,1,0,0,1,1,0,211,32,230
46020,80,0,0,0,1,0,0,0,26883,40,0
46020,80,1,1,0,0,1,0,0,211,32,0
46020,80,1,1,0,0,1,1,0,211,32,230
46022,80,0,0,0,1,0,0,0,26883,40,0
45874,80,231,1,0,0,1,0,0,211,32,0
46008,80,1,1,0,0,1,1,0,211,32,238
45878,80,231,1,0,0,1,0,0,211,32,0
46018,80,1,1,0,0,1,1,0,211,32,230
46020,80,1,1,0,0,1,1,0,211,32,230
45994,80,1,1,0,0,1,1,0,211,32,230
45992,80,1,1,0,0,1,1,0,211,32,230
46018,80,1,1,0,0,1,1,0,211,32,230
46020,80,1,1,0,0,1,1,0,211,32,230
45900,80,1,1,0,0,1,1,0,211,32,230
46014,80,1,1,0,0,1,1,0,211,32,238
46016,80,1,1,0,0,1,1,0,211,32,230
46024,80,0,0,0,1,0,0,0,26883,40,0
46020,80,1,1,0,0,1,1,0,211,32,230
46018,80,1,1,0,0,1,1,0,211,32,230
45902,80,1,1,0,0,1,1,0,211,32,230
45962,80,1,1,0,0,1,1,0,211,32,230
45966,80,1,1,0,0,1,1,0,211,32,230
46022,80,0,0,0,1,0,0,0,26883,40,0
46022,80,1,1,0,0,1,0,0,211,32,0
46022,80,1,1,0,0,1,1,0,211,32,230
46026,80,0,0,0,1,0,0,0,26883,40,0
46026,80,1,1,0,0,1,0,0,211,32,0
46026,80,1,1,0,0,1,1,0,211,32,230
46028,80,0,0,0,1,0,0,0,26883,40,0
46030,80,0,0,0,1,0,0,0,26883,40,0
45880,80,231,1,0,0,1,0,0,211,32,0
45758,80,1,1,0,0,1,1,0,211,32,230
45752,80,1,1,0,0,1,1,0,211,32,230
45750,80,1,1,0,0,1,1,0,211,32,230
45396,80,1,1,0,0,1,1,0,211,32,230
45748,80,1,1,0,0,1,1,0,211,32,230
45398,80,1,1,0,0,1,1,0,211,32,230
45400,80,1,1,0,0,1,1,0,211,32,230
45406,80,1,1,0,0,1,1,0,211,32,230
45882,80,231,1,0,0,1,0,0,211,32,0
46022,80,1,1,0,0,1,1,0,211,32,230
46026,80,1,1,0,0,1,1,0,211,32,230
46010,80,1,1,0,0,1,1,0,211,32,230
46012,80,1,1,0,0,1,1,0,211,32,230
45998,80,1,1,0,0,1,1,0,211,32,230
45996,80,1,1,0,0,1,1,0,211,32,230
46022,80,1,1,0,0,1,1,0,211,32,230
46026,80,1,1,0,0,1,1,0,211,32,230
45904,80,1,1,0,0,1,1,0,211,32,238
46018,80,1,1,0,0,1,1,0,211,32,230
46020,80,1,1,0,0,1,1,0,211,32,230
46024,80,0,0,0,1,0,0,0,26883,40,0
46026,80,1,1,0,0,1,1,0,211,32,230
46022,80,1,1,0,0,1,1,0,211,32,230
45968,80,1,1,0,0,1,1,0,211,32,230
45970,80,1,1,0,0,1,1,0,211,32,230
45908,80,1,1,0,0,1,1,0,211,32,230
46030,80,0,0,0,1,0,0,0,26883,40,0
46028,80,0,0,0,1,0,0,0,26883,40,0
46030,80,1,1,0,0,1,0,0,211,32,0
46028,80,1,1,0,0,1,0,0,211,32,0
46030,80,1,1,0,0,1,1,0,211,32,230
46032,80,0,0,0,1,0,0,0,26883,40,0
46028,80,1,1,0,0,1,1,0,211,32,230
46034,80,0,0,0,1,0,0,0,26883,40,0
45884,80,231,1,0,0,1,0,0,211,32,0
45886,80,239,1,0,0,1,0,0,211,32,0
46028,80,1,1,0,0,1,1,0,211,32,230
46030,80,1,1,0,0,1,1,0,211,32,230
46014,80,1,1,0,0,1,1,0,211,32,238
46016,80,1,1,0,0,1,1,0,211,32,230
46002,80,1,1,0,0,1,1,0,211,32,230
46000,80,1,1,0,0,1,1,0,211,32,230
46030,80,1,1,0,0,1,1,0,211,32,230
46028,80,1,1,0,0,1,1,0,211,32,230
46022,80,1,1,0,0,1,1,0,211,32,230
46026,80,1,1,0,0,1,1,0,211,32,230
46028,80,1,1,0,0,1,1,0,211,32,230
46030,80,1,1,0,0,1,1,0,211,32,230
45972,80,1,1,0,0,1,1,0,211,32,230
45910,80,1,1,0,0,1,1,0,211,32,230
45974,80,1,1,0,0,1,1,0,211,32,230
46034,80,0,0,0,1,0,0,0,26883,40,0
46032,80,0,0,0,1,0,0,0,26883,40,0
46034,80,1,1,0,0,1,0,0,211,32,0
46032,80,1,1,0,0,1,0,0,211,32,0
46034,80,1,1,0,0,1,1,0,211,32,230
46032,80,1,1,0,0,1,1,0,211,32,230
46036,80,0,0,0,1,0,0,0,26883,40,0
45890,80,231,1,0,0,1,0,0,211,32,0
45770,80,1,1,0,0,1,1,0,211,32,230
45772,80,1,1,0,0,1,1,0,211,32,230
45762,80,1,1,0,0,1,1,0,211,32,230
45764,80,1,1,0,0,1,1,0,211,32,230
45760,80,1,1,0,0,1,1,0,211,32,230
45416,80,1,1,0,0,1,1,0,211,32,230
45408,80,1,1,0,0,1,1,0,211,32,230
45420,80,1,1,0,0,1,1,0,211,32,230
45418,80,1,1,0,0,1,1,0,211,32,230
46032,80,1,1,0,0,1,1,0,211,32,230
46034,80,231,1,0,0,1,1,0,211,32,8
46018,80,1,1,0,0,1,1,0,211,32,230
46020,80,1,1,0,0,1,1,0,211,32,230
46008,80,1,1,0,0,1,1,0,211,32,238
46004,80,1,1,0,0,1,1,0,211,32,238
45914,80,1,1,0,0,1,1,0,211,32,230
46034,80,1,1,0,0,1,1,0,211,32,238
46032,80,1,1,0,0,1,1,0,211,32,230
45894,80,231,1,0,0,1,0,0,211,32,0
46030,80,1,1,0,0,1,1,0,211,32,230
46028,80,1,1,0,0,1,1,0,211,32,230
46024,80,0,0,0,1,0,0,0,26883,40,0
46032,80,1,1,0,0,1,1,0,211,32,230
46034,80,1,1,0,0,1,1,0,211,32,238
45976,80,1,1,0,0,1,1,0,211,32,230
45978,80,1,1,0,0,1,1,0,211,32,230
45916,80,1,1,0,0,1,1,0,211,32,230
46036,80,0,0,0,1,0,0,0,26883,40,0
46036,80,1,1,0,0,1,0,0,211,32,0
46036,80,1,1,0,0,1,1,0,211,32,230
46038,80,0,0,0,1,0,0,0,26883,40,0
46038,80,1,1,0,0,1,0,0,211,32,0
46038,80,1,1,0,0,1,1,0,211,32,230
46040,80,0,0,0,1,0,0,0,26883,40,0
45892,80,231,1,0,0,1,0,0,211,32,0
46036,80,1,1,0,0,1,1,0,211,32,230
46038,80,1,1,0,0,1,1,0,211,32,230
46022,80,1,1,0,0,1,1,0,211,32,230
46026,80,1,1,0,0,1,1,0,211,32,230
45918,80,1,1,0,0,1,1,0,211,32,230
46036,80,1,1,0,0,1,1,0,211,32,230
46038,80,1,1,0,0,1,1,0,211,32,230
45896,80,231,1,0,0,1,0,0,211,32,0
46012,80,1,1,0,0,1,1,0,211,32,230
46010,80,1,1,0,0,1,1,0,211,32,230
46034,80,1,1,0,0,1,1,0,211,32,238
46032,80,1,1,0,0,1,1,0,211,32,230
46038,80,1,1,0,0,1,1,0,211,32,230
46036,80,1,1,0,0,1,1,0,211,32,230
45980,80,1,1,0,0,1,1,0,211,32,230
45984,80,1,1,0,0,1,1,0,211,32,230
45920,80,1,1,0,0,1,1,0,211,32,230
46040,80,0,0,0,1,0,0,0,26883,40,0
46040,80,1,1,0,0,1,0,0,211,32,0
46040,80,1,1,0,0,1,1,0,211,32,230
46042,80,0,0,0,1,0,0,0,26883,40,0
46042,80,1,1,0,0,1,0,0,211,32,0
46042,80,1,1,0,0,1,1,0,211,32,230
46044,80,0,0,0,1,0,0,0,26883,40,0
45900,80,231,1,0,0,1,0,0,211,32,0
45780,80,1,1,0,0,1,1,0,211,32,230
45784,80,1,1,0,0,1,1,0,211,32,230
45774,80,1,1,0,0,1,1,0,211,32,230
45430,80,1,1,0,0,1,1,0,211,32,230
45776,80,1,1,0,0,1,1,0,211,32,230
45428,80,1,1,0,0,1,1,0,211,32,230
45436,80,1,1,0,0,1,1,0,211,32,230
45434,80,1,1,0,0,1,1,0,211,32,238
46040,80,1,1,0,0,1,1,0,211,32,230
46042,80,1,1,0,0,1,1,0,211,32,230
46028,80,1,1,0,0,1,1,0,211,32,230
46030,80,1,1,0,0,1,1,0,211,32,230
45924,80,1,1,0,0,1,1,0,211,32,230
46040,80,1,1,0,0,1,1,0,211,32,230
46042,80,1,1,0,0,1,1,0,211,32,230
45902,80,231,1,0,0,1,0,0,211,32,0
46016,80,1,1,0,0,1,1,0,211,32,230
46014,80,1,1,0,0,1,1,0,211,32,238
46046,80,0,0,0,1,0,0,0,26883,40,0
46036,80,1,1,0,0,1,1,0,211,32,230
46038,80,1,1,0,0,1,1,0,211,32,230
46042,80,1,1,0,0,1,1,0,211,32,230
46040,80,1,1,0,0,1,1,0,211,32,230
45986,80,1,1,0,0,1,1,0,211,32,230
45990,80,1,1,0,0,1,1,0,211,32,230
45926,80,1,1,0,0,1,1,0,211,32,230
46044,80,0,0,0,1,0,0,0,26883,40,0
46044,80,1,1,0,0,1,0,0,211,32,0
46044,80,1,1,0,0,1,1,0,211,32,230
46048,80,0,0,0,1,0,0,0,26883,40,0
46048,80,1,1,0,0,1,0,0,211,32,0
46048,80,1,1,0,0,1,1,0,211,32,230
46050,80,0,0,0,1,0,0,0,26883,40,0
45904,80,239,1,0,0,1,0,0,211,32,0
46044,80,1,1,0,0,1,1,0,211,32,230
46048,80,1,1,0,0,1,1,0,211,32,230
46032,80,1,1,0,0,1,1,0,211,32,230
46034,80,1,1,0,0,1,1,0,211,32,238
45930,80,1,1,0,0,1,1,0,211,32,230
46044,80,1,1,0,0,1,1,0,211,32,230
46048,80,1,1,0,0,1,1,0,211,32,230
45908,80,231,1,0,0,1,0,0,211,32,0
46020,80,1,1,0,0,1,1,0,211,32,230
46018,80,1,1,0,0,1,1,0,211,32,230
46040,80,1,1,0,0,1,1,0,211,32,230
46042,80,1,1,0,0,1,1,0,211,32,230
46046,80,0,0,0,1,0,0,0,26883,40,0
46048,80,1,1,0,0,1,1,0,211,32,230
46044,80,1,1,0,0,1,1,0,211,32,230
45992,80,1,1,0,0,1,1,0,211,32,230
45994,80,1,1,0,0,1,1,0,211,32,230
45932,80,1,1,0,0,1,1,0,211,32,230
46050,80,0,0,0,1,0,0,0,26883,40,0
46050,80,1,1,0,0,1,0,0,211,32,0
46050,80,1,1,0,0,1,1,0,211,32,230
46052,80,0,0,0,1,0,0,0,26883,40,0
46052,80,1,1,0,0,1,0,0,211,32,0
46052,80,1,1,0,0,1,1,0,211,32,230
46054,80,0,0,0,1,0,0,0,26883,40,0
45792,80,1,1,0,0,1,1,0,211,32,230
45794,80,1,1,0,0,1,1,0,211,32,230
45788,80,1,1,0,0,1,1,0,211,32,230
45438,80,1,1,0,0,1,1,0,211,32,230
45790,80,1,1,0,0,1,1,0,211,32,230
45444,80,1,1,0,0,1,1,0,211,32,230
45454,80,1,1,0,0,1,1,0,211,32,238
45446,80,1,1,0,0,1,1,0,211,32,238
46056,80,0,0,0,1,0,0,0,26883,40,0
46052,80,1,1,0,0,1,1,0,211,32,230
46050,80,1,1,0,0,1,1,0,211,32,230
46036,80,1,1,0,0,1,1,0,211,32,230
46038,80,1,1,0,0,1,1,0,211,32,230
45936,80,1,1,0,0,1,1,0,211,32,230
46050,80,1,1,0,0,1,1,0,211,32,230
46052,80,1,1,0,0,1,1,0,211,32,230
45910,80,231,1,0,0,1,0,0,211,32,0
45914,80,231,1,0,0,1,0,0,211,32,0
46026,80,1,1,0,0,1,1,0,211,32,230
46022,80,1,1,0,0,1,1,0,211,32,230
46044,80,1,1,0,0,1,1,0,211,32,230
46048,80,1,1,0,0,1,1,0,211,32,230
46052,80,1,1,0,0,1,1,0,211,32,230
46050,80,1,1,0,0,1,1,0,211,32,230
45996,80,1,1,0,0,1,1,0,211,32,230
45998,80,1,1,0,0,1,1,0,211,32,230
45938,80,1,1,0,0,1,1,0,211,32,230
46054,80,0,0,0,1,0,0,0,26883,40,0
46054,80,1,1,0,0,1,0,0,211,32,0
46054,80,1,1,0,0,1,1,0,211,32,230
46058,80,0,0,0,1,0,0,0,26883,40,0
46058,80,1,1,0,0,1,0,0,211,32,0
46058,80,1,1,0,0,1,1,0,211,32,230
46060,80,0,0,0,1,0,0,0,26883,40,0
46056,80,0,0,0,1,0,0,0,26883,40,0
46054,80,1,1,0,0,1,1,0,211,32,230
46058,80,1,1,0,0,1,1,0,211,32,230
46040,80,1,1,0,0,1,1,0,211,32,230
46042,80,1,1,0,0,1,1,0,211,32,230
45940,80,1,1,0,0,1,1,0,211,32,230
46054,80,1,1,0,0,1,1,0,211,32,230
46058,80,1,1,0,0,1,1,0,211,32,230
45916,80,231,1,0,0,1,0,0,211,32,0
45918,80,231,1,0,0,1,0,0,211,32,0
46030,80,1,1,0,0,1,1,0,211,32,230
46028,80,1,1,0,0,1,1,0,211,32,230
46046,80,0,0,0,1,0,0,0,26883,40,0
46050,80,1,1,0,0,1,1,0,211,32,230
46052,80,1,1,0,0,1,1,0,211,32,230
46058,80,1,1,0,0,1,1,0,211,32,230
46054,80,1,1,0,0,1,1,0,211,32,230
46000,80,1,1,0,0,1,1,0,211,32,230
46002,80,1,1,0,0,1,1,0,211,32,230
45942,80,1,1,0,0,1,1,0,211,32,238
46060,80,0,0,0,1,0,0,0,26883,40,0
46060,80,1,1,0,0,1,0,0,211,32,0
46060,80,1,1,0,0,1,1,0,211,32,230
46062,80,0,0,0,1,0,0,0,26883,40,0
46062,80,1,1,0,0,1,0,0,211,32,0
46062,80,1,1,0,0,1,1,0,211,32,230
46064,80,0,0,0,1,0,0,0,26883,40,0
45806,80,1,1,0,0,1,1,0,211,32,230
45800,80,1,1,0,0,1,1,0,211,32,230
45456,80,1,1,0,0,1,1,0,211,32,230
45802,80,1,1,0,0,1,1,0,211,32,230
45462,80,1,1,0,0,1,1,0,211,32,230
45464,80,1,1,0,0,1,1,0,211,32,230
46060,80,1,1,0,0,1,1,0,211,32,230
46062,80,1,1,0,0,1,1,0,211,32,230
46044,80,1,1,0,0,1,1,0,211,32,230
46048,80,1,1,0,0,1,1,0,211,32,230
45946,80,1,1,0,0,1,1,0,211,32,238
46060,80,1,1,0,0,1,1,0,211,32,230
46062,80,1,1,0,0,1,1,0,211,32,230
45920,80,231,1,0,0,1,0,0,211,32,0
45924,80,231,1,0,0,1,0,0,211,32,0
46034,80,1,1,0,0,1,1,0,211,32,238
46032,80,1,1,0,0,1,1,0,211,32,230
46054,80,1,1,0,0,1,1,0,211,32,230
46058,80,1,1,0,0,1,1,0,211,32,230
46062,80,1,1,0,0,1,1,0,211,32,230
46060,80,1,1,0,0,1,1,0,211,32,230
46004,80,1,1,0,0,1,1,0,211,32,238
46008,80,1,1,0,0,1,1,0,211,32,238
46064,80,0,0,0,1,0,0,0,26883,40,0
46064,80,1,1,0,0,1,0,0,211,32,0
46064,80,1,1,0,0,1,1,0,211,32,230
46066,80,0,0,0,1,0,0,0,26883,40,0
46066,80,1,1,0,0,1,0,0,211,32,0
46066,80,1,1,0,0,1,1,0,211,32,230
46068,80,0,0,0,1,0,0,0,26883,40,0
46056,80,0,0,0,1,0,0,0,26883,40,0
45948,80,1,1,0,0,1,1,0,211,32,238
46064,80,1,1,0,0,1,1,0,211,32,230
46066,80,1,1,0,0,1,1,0,211,32,230
46052,80,1,1,0,0,1,1,0,211,32,230
46050,80,1,1,0,0,1,1,0,211,32,230
46064,80,1,1,0,0,1,1,0,211,32,230
46066,80,1,1,0,0,1,1,0,211,32,230
45926,80,231,1,0,0,1,0,0,211,32,0
45930,80,231,1,0,0,1,0,0,211,32,0
46070,80,0,0,0,1,0,0,0,26883,40,0
46038,80,1,1,0,0,1,1,0,211,32,230
46036,80,1,1,0,0,1,1,0,211,32,230
45950,80,1,1,0,0,1,1,0,211,32,238
46060,80,1,1,0,0,1,1,0,211,32,230
46062,80,1,1,0,0,1,1,0,211,32,230
46066,80,1,1,0,0,1,1,0,211,32,230
46064,80,1,1,0,0,1,1,0,211,32,230
46068,80,0,0,0,1,0,0,0,26883,40,0
46068,80,1,1,0,0,1,0,0,211,32,0
46068,80,1,1,0,0,1,1,0,211,32,230
46072,80,0,0,0,1,0,0,0,26883,40,0
46072,80,1,1,0,0,1,0,0,211,32,0
46072,80,1,1,0,0,1,1,0,211,32,230
46074,80,0,0,0,1,0,0,0,26883,40,0
45818,80,1,1,0,0,1,1,0,211,32,230
45820,80,1,1,0,0,1,1,0,211,32,230
45812,80,1,1,0,0,1,1,0,211,32,230
45814,80,1,1,0,0,1,1,0,211,32,230
45810,80,1,1,0,0,1,1,0,211,32,230
45468,80,1,1,0,0,1,1,0,211,32,230
45470,80,1,1,0,0,1,1,0,211,32,230
45472,80,1,1,0,0,1,1,0,211,32,230
45474,80,1,1,0,0,1,1,0,211,32,230
46010,80,1,1,0,0,1,1,0,211,32,230
46012,80,1,1,0,0,1,1,0,211,32,230
46068,80,1,1,0,0,1,1,0,211,32,230
46072,80,1,1,0,0,1,1,0,211,32,230
46054,80,1,1,0,0,1,1,0,211,32,230
46058,80,1,1,0,0,1,1,0,211,32,230
46068,80,1,1,0,0,1,1,0,211,32,230
46072,80,1,1,0,0,1,1,0,211,32,230
45932,80,231,1,0,0,1,0,0,211,32,0
45936,80,231,1,0,0,1,0,0,211,32,0
46070,80,0,0,0,1,0,0,0,26883,40,0
46042,80,1,1,0,0,1,1,0,211,32,230
46040,80,1,1,0,0,1,1,0,211,32,230
45952,80,1,1,0,0,1,1,0,211,32,230
46064,80,1,1,0,0,1,1,0,211,32,230
46066,80,1,1,0,0,1,1,0,211,32,230
46072,80,1,1,0,0,1,1,0,211,32,230
46068,80,1,1,0,0,1,1,0,211,32,230
45954,80,1,1,0,0,1,1,0,211,32,230
46076,80,0,0,0,1,0,0,0,26883,40,0
46076,80,1,1,0,0,1,0,0,211,32,0
46076,80,1,1,0,0,1,1,0,211,32,230
46078,80,0,0,0,1,0,0,0,26883,40,0
46078,80,1,1,0,0,1,0,0,211,32,0
46078,80,1,1,0,0,1,1,0,211,32,230
46080,80,0,0,0,1,0,0,0,26883,40,0
46074,80,0,0,0,1,0,0,0,26883,40,0
46014,80,1,1,0,0,1,1,0,211,32,238
46016,80,1,1,0,0,1,1,0,211,32,230
46082,80,0,0,0,1,0,0,0,26883,40,0
46078,80,1,1,0,0,1,1,0,211,32,230
46076,80,1,1,0,0,1,1,0,211,32,230
46060,80,1,1,0,0,1,1,0,211,32,230
46062,80,1,1,0,0,1,1,0,211,32,230
46076,80,1,1,0,0,1,1,0,211,32,230
46078,80,1,1,0,0,1,1,0,211,32,230
45938,80,231,1,0,0,1,0,0,211,32,0
45940,80,231,1,0,0,1,0,0,211,32,0
46048,80,1,1,0,0,1,1,0,211,32,230
46044,80,1,1,0,0,1,1,0,211,32,230
45956,80,1,1,0,0,1,1,0,211,32,230
46068,80,1,1,0,0,1,1,0,211,32,230
46072,80,1,1,0,0,1,1,0,211,32,230
46078,80,1,1,0,0,1,1,0,211,32,230
46076,80,1,1,0,0,1,1,0,211,32,230
45960,80,1,1,0,0,1,1,0,211,32,230
46080,80,0,0,0,1,0,0,0,26883,40,0
46080,80,1,1,0,0,1,0,0,211,32,0
46080,80,1,1,0,0,1,1,0,211,32,230
46084,80,0,0,0,1,0,0,0,26883,40,0
46084,80,1,1,0,0,1,0,0,211,32,0
46084,80,1,1,0,0,1,1,0,211,32,230
46086,80,0,0,0,1,0,0,0,26883,40,0
45828,80,1,1,0,0,1,1,0,211,32,230
45830,80,1,1,0,0,1,1,0,211,32,230
45822,80,1,1,0,0,1,1,0,211,32,230
45824,80,1,1,0,0,1,1,0,211,32,230
45482,80,1,1,0,0,1,1,0,211,32,230
45484,80,1,1,0,0,1,1,0,211,32,230
45490,80,1,1,0,0,1,1,0,211,32,230
46018,80,1,1,0,0,1,1,0,211,32,230
45492,80,1,1,0,0,1,1,0,211,32,238
46020,80,1,1,0,0,1,1,0,211,32,230
46082,80,0,0,0,1,0,0,0,26883,40,0
46080,80,1,1,0,0,1,1,0,211,32,230
46084,80,1,1,0,0,1,1,0,211,32,230
46064,80,1,1,0,0,1,1,0,211,32,230
46066,80,1,1,0,0,1,1,0,211,32,230
46080,80,1,1,0,0,1,1,0,211,32,230
46084,80,1,1,0,0,1,1,0,211,32,230
46070,80,0,0,0,1,0,0,0,26883,40,0
45942,80,239,1,0,0,1,0,0,211,32,0
45946,80,239,1,0,0,1,0,0,211,32,0
46050,80,1,1,0,0,1,1,0,211,32,230
46052,80,1,1,0,0,1,1,0,211,32,230
45962,80,1,1,0,0,1,1,0,211,32,230
46076,80,1,1,0,0,1,1,0,211,32,230
46078,80,1,1,0,0,1,1,0,211,32,230
46084,80,1,1,0,0,1,1,0,211,32,230
46080,80,1,1,0,0,1,1,0,211,32,230
45966,80,1,1,0,0,1,1,0,211,32,230
46086,80,0,0,0,1,0,0,0,26883,40,0
46074,80,0,0,0,1,0,0,0,26883,40,0
46086,80,1,1,0,0,1,0,0,211,32,0
46074,80,1,1,0,0,1,0,0,211,32,0
46086,80,1,1,0,0,1,1,0,211,32,230
46088,80,0,0,0,1,0,0,0,26883,40,0
46074,80,1,1,0,0,1,1,0,211,32,230
46090,80,0,0,0,1,0,0,0,26883,40,0
46022,80,1,1,0,0,1,1,0,211,32,230
46026,80,1,1,0,0,1,1,0,211,32,230
46074,80,1,1,0,0,1,1,0,211,32,230
46086,80,1,1,0,0,1,1,0,211,32,230
46068,80,1,1,0,0,1,1,0,211,32,230
46072,80,1,1,0,0,1,1,0,211,32,230
46086,80,1,1,0,0,1,1,0,211,32,230
46074,80,1,1,0,0,1,1,0,211,32,230
46058,80,1,1,0,0,1,1,0,211,32,230
46054,80,1,1,0,0,1,1,0,211,32,230
45968,80,1,1,0,0,1,1,0,211,32,230
46080,80,1,1,0,0,1,1,0,211,32,230
46084,80,1,1,0,0,1,1,0,211,32,230
45948,80,239,1,0,0,1,0,0,211,32,0
45950,80,239,1,0,0,1,0,0,211,32,0
46074,80,1,1,0,0,1,1,0,211,32,230
46086,80,1,1,0,0,1,1,0,211,32,230
45970,80,1,1,0,0,1,1,0,211,32,230
46090,80,0,0,0,1,0,0,0,26883,40,0
46088,80,0,0,0,1,0,0,0,26883,40,0
46090,80,1,1,0,0,1,0,0,211,32,0
46090,80,1,1,0,0,1,1,0,211,32,230
46092,80,0,0,0,1,0,0,0,26883,40,0
46088,80,1,1,0,0,1,0,0,211,32,0
46088,80,1,1,0,0,1,1,0,211,32,230
46094,80,0,0,0,1,0,0,0,26883,40,0
45840,80,1,1,0,0,1,1,0,211,32,230
45842,80,1,1,0,0,1,1,0,211,32,230
45834,80,1,1,0,0,1,1,0,211,32,230
45836,80,1,1,0,0,1,1,0,211,32,230
45498,80,1,1,0,0,1,1,0,211,32,238
45486,80,1,1,0,0,1,1,0,211,32,230
45502,80,1,1,0,0,1,1,0,211,32,230
45504,80,1,1,0,0,1,1,0,211,32,230
46028,80,1,1,0,0,1,1,0,211,32,230
46030,80,1,1,0,0,1,1,0,211,32,230
46082,80,0,0,0,1,0,0,0,26883,40,0
46090,80,1,1,0,0,1,1,0,211,32,230
46088,80,1,1,0,0,1,1,0,211,32,230
